2022-09-30 17:02:45,729	INFO trainable.py:160 -- Trainable.setup took 24.909 seconds. If your trainable is slow to initialize, consider setting reuse_actors=True to reduce actor creation overheads.
2022-09-30 17:02:45,730	WARNING util.py:65 -- Install gputil for GPU system monitoring.
Main trainign step 0
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931471824645996, 'policy_loss': 36.99603271484375, 'vf_loss': 179.7366180419922, 'total_loss': 126.79502868652344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925144195556641, 'policy_loss': 33.30686950683594, 'vf_loss': 148.5618133544922, 'total_loss': 107.51852416992188}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925897121429443, 'policy_loss': -16.44005584716797, 'vf_loss': 127.88208770751953, 'total_loss': 47.43172836303711}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.901747226715088, 'policy_loss': 37.45737075805664, 'vf_loss': 210.33277893066406, 'total_loss': 142.55474853515625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930052280426025, 'policy_loss': 33.44412612915039, 'vf_loss': 149.7228546142578, 'total_loss': 108.23625946044922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930106163024902, 'policy_loss': 33.616798400878906, 'vf_loss': 148.816162109375, 'total_loss': 107.95558166503906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930362701416016, 'policy_loss': 33.54498291015625, 'vf_loss': 149.0011444091797, 'total_loss': 107.97624969482422}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929805278778076, 'policy_loss': 30.014986038208008, 'vf_loss': 123.12821197509766, 'total_loss': 91.50979614257812}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.920081615447998, 'policy_loss': 28.270858764648438, 'vf_loss': 120.69391632080078, 'total_loss': 88.54861450195312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.887638568878174, 'policy_loss': -5.0109076499938965, 'vf_loss': 72.73938751220703, 'total_loss': 31.28990936279297}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.8866472244262695, 'policy_loss': 10.804779052734375, 'vf_loss': 29.378087997436523, 'total_loss': 25.424957275390625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.887969970703125, 'policy_loss': 17.12020492553711, 'vf_loss': 80.474853515625, 'total_loss': 57.288753509521484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.900757312774658, 'policy_loss': -23.091215133666992, 'vf_loss': 66.21630859375, 'total_loss': 9.947931289672852}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9298601150512695, 'policy_loss': 31.63100242614746, 'vf_loss': 130.3598175048828, 'total_loss': 96.74161529541016}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.921996116638184, 'policy_loss': 20.457414627075195, 'vf_loss': 79.7059326171875, 'total_loss': 60.24115753173828}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923811912536621, 'policy_loss': 22.778379440307617, 'vf_loss': 126.3192138671875, 'total_loss': 85.8687515258789}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9309821128845215, 'policy_loss': -13.867202758789062, 'vf_loss': 144.77066040039062, 'total_loss': 58.44881820678711}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931026458740234, 'policy_loss': 33.57437515258789, 'vf_loss': 144.92076110839844, 'total_loss': 105.96544647216797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.822663307189941, 'policy_loss': -9.495055198669434, 'vf_loss': 20.08032989501953, 'total_loss': 0.4768831133842468}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930269718170166, 'policy_loss': 32.521934509277344, 'vf_loss': 138.07122802734375, 'total_loss': 101.48824310302734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926285743713379, 'policy_loss': 34.65327072143555, 'vf_loss': 161.6016845703125, 'total_loss': 115.38485717773438}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927276134490967, 'policy_loss': -10.83839225769043, 'vf_loss': 119.69287872314453, 'total_loss': 48.938777923583984}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.901838779449463, 'policy_loss': -16.750505447387695, 'vf_loss': 75.5362548828125, 'total_loss': 20.9486026763916}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.862045764923096, 'policy_loss': -15.186519622802734, 'vf_loss': 37.516754150390625, 'total_loss': 3.503237009048462}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919456958770752, 'policy_loss': 23.46367073059082, 'vf_loss': 79.80439758300781, 'total_loss': 63.29667282104492}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.893492698669434, 'policy_loss': -0.3908262252807617, 'vf_loss': 66.86994934082031, 'total_loss': 32.97521209716797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930115699768066, 'policy_loss': 34.216041564941406, 'vf_loss': 159.32992553710938, 'total_loss': 113.81170654296875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92811918258667, 'policy_loss': 34.14732360839844, 'vf_loss': 147.36593627929688, 'total_loss': 107.7610092163086}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927687168121338, 'policy_loss': -31.269941329956055, 'vf_loss': 140.87591552734375, 'total_loss': 39.09873580932617}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9132866859436035, 'policy_loss': 11.551909446716309, 'vf_loss': 29.74370765686035, 'total_loss': 26.354629516601562}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.881687164306641, 'policy_loss': 8.801868438720703, 'vf_loss': 73.90066528320312, 'total_loss': 45.68338394165039}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.915070533752441, 'policy_loss': 25.677682876586914, 'vf_loss': 84.91065979003906, 'total_loss': 68.06385803222656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.854783535003662, 'policy_loss': -1.2521209716796875, 'vf_loss': 40.9539909362793, 'total_loss': 19.156326293945312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928544044494629, 'policy_loss': 33.250553131103516, 'vf_loss': 147.1736297607422, 'total_loss': 106.7680892944336}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928678035736084, 'policy_loss': 33.18003845214844, 'vf_loss': 148.67095947265625, 'total_loss': 107.44622802734375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927270889282227, 'policy_loss': 31.74270248413086, 'vf_loss': 135.416748046875, 'total_loss': 99.38180541992188}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927048683166504, 'policy_loss': 21.03095054626465, 'vf_loss': 68.10482025146484, 'total_loss': 55.01408767700195}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.901586532592773, 'policy_loss': -16.271827697753906, 'vf_loss': 56.91632080078125, 'total_loss': 12.117317199707031}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923028945922852, 'policy_loss': 34.05986022949219, 'vf_loss': 147.33030700683594, 'total_loss': 107.6557846069336}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924355506896973, 'policy_loss': 31.74957275390625, 'vf_loss': 139.33546447753906, 'total_loss': 101.34806060791016}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.870993137359619, 'policy_loss': 6.726768493652344, 'vf_loss': 15.953685760498047, 'total_loss': 14.63490104675293}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.821106910705566, 'policy_loss': 16.810237884521484, 'vf_loss': 55.83399200439453, 'total_loss': 44.65902328491211}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922813415527344, 'policy_loss': 33.30269241333008, 'vf_loss': 145.64495849609375, 'total_loss': 106.05593872070312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.898712635040283, 'policy_loss': -0.46639177203178406, 'vf_loss': 96.8194580078125, 'total_loss': 47.87434768676758}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.914763450622559, 'policy_loss': 36.234840393066406, 'vf_loss': 210.7688446044922, 'total_loss': 141.55010986328125}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927326202392578, 'policy_loss': 14.334081649780273, 'vf_loss': 47.31427001953125, 'total_loss': 37.92194366455078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.893792629241943, 'policy_loss': 14.648612022399902, 'vf_loss': 94.6504135131836, 'total_loss': 61.90488052368164}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 10.174028396606445, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930477619171143, 'policy_loss': 0.21392935514450073, 'vf_loss': 106.94619750976562, 'total_loss': 53.61772155761719}
> training_step. Has learer policy.
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927276134490967, 'policy_loss': -10.83839225769043, 'vf_loss': 119.69287872314453, 'total_loss': 48.938777923583984}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.854621410369873, 'policy_loss': 34.20366668701172, 'vf_loss': 135.91131591796875, 'total_loss': 102.09078216552734}}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.832817554473877, 'policy_loss': 35.78886032104492, 'vf_loss': 163.90585327148438, 'total_loss': 117.6734619140625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.865250110626221, 'policy_loss': 32.74784469604492, 'vf_loss': 147.9771728515625, 'total_loss': 106.66778564453125}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.877683639526367, 'policy_loss': -31.570627212524414, 'vf_loss': 165.0723419189453, 'total_loss': 50.89677047729492}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.859781265258789, 'policy_loss': 31.642606735229492, 'vf_loss': 133.56207275390625, 'total_loss': 98.35504913330078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.785650253295898, 'policy_loss': -22.380775451660156, 'vf_loss': 84.99884796142578, 'total_loss': 20.050792694091797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.860872268676758, 'policy_loss': 33.362369537353516, 'vf_loss': 171.8534393310547, 'total_loss': 119.2204818725586}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.894068241119385, 'policy_loss': 30.132736206054688, 'vf_loss': 138.6839599609375, 'total_loss': 99.40577697753906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.888051986694336, 'policy_loss': -7.985696792602539, 'vf_loss': 156.26361083984375, 'total_loss': 70.07723236083984}
No gradient information.s
training epoch 5 100 70.0 22.4
Main trainign step 6
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.874821662902832, 'policy_loss': 31.328981399536133, 'vf_loss': 138.22348022460938, 'total_loss': 100.3719711303711}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.884988307952881, 'policy_loss': 31.336341857910156, 'vf_loss': 146.77914428710938, 'total_loss': 104.65706634521484}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.881246566772461, 'policy_loss': 33.872772216796875, 'vf_loss': 151.1629180908203, 'total_loss': 109.38542175292969}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.898836612701416, 'policy_loss': 30.930194854736328, 'vf_loss': 142.50631713867188, 'total_loss': 102.11436462402344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.886713027954102, 'policy_loss': 19.227014541625977, 'vf_loss': 151.9942169189453, 'total_loss': 95.1552505493164}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.880702018737793, 'policy_loss': 33.08181381225586, 'vf_loss': 145.04417419433594, 'total_loss': 105.53508758544922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.873286247253418, 'policy_loss': -15.56191349029541, 'vf_loss': 173.5827178955078, 'total_loss': 71.16071319580078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919486045837402, 'policy_loss': -37.591983795166016, 'vf_loss': 203.522216796875, 'total_loss': 64.09992980957031}}}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 16.48101234436035, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.80764627456665, 'policy_loss': 0.45378291606903076, 'vf_loss': 9.737991333007812, 'total_loss': 5.254702091217041}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.672565460205078, 'policy_loss': 3.520157814025879, 'vf_loss': 36.32355880737305, 'total_loss': 21.61521339416504}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.7972798347473145, 'policy_loss': -3.454892158508301, 'vf_loss': 79.0034408569336, 'total_loss': 35.97885513305664}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922593593597412, 'policy_loss': 32.40353012084961, 'vf_loss': 155.6309814453125, 'total_loss': 110.14979553222656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924770832061768, 'policy_loss': 33.09395980834961, 'vf_loss': 143.3502960205078, 'total_loss': 104.69985961914062}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9262614250183105, 'policy_loss': 31.43166732788086, 'vf_loss': 133.9680633544922, 'total_loss': 98.346435546875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923202037811279, 'policy_loss': -2.124763011932373, 'vf_loss': 178.88275146484375, 'total_loss': 87.24738311767578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.685361385345459, 'policy_loss': -19.289447784423828, 'vf_loss': 53.90180587768555, 'total_loss': 7.594601631164551}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.917706489562988, 'policy_loss': 34.41529846191406, 'vf_loss': 159.875732421875, 'total_loss': 114.28398895263672}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928928375244141, 'policy_loss': 33.04214859008789, 'vf_loss': 144.07388305664062, 'total_loss': 105.00979614257812}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930071830749512, 'policy_loss': 31.853548049926758, 'vf_loss': 134.5924835205078, 'total_loss': 99.08049011230469}
